filename,folder,label,character
DevanagariHandwrittenDigitDataset/Test/digit_0/103277.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/103281.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/103309.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/103311.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/103322.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/103325.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/103340.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/103343.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/103358.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/103366.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/103369.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/103372.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/103380.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/103386.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/103396.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/103398.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/103401.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/103404.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/103414.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/103421.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/103424.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/103425.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/103427.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/103439.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/12286.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/12296.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/12305.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/12313.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/12314.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/12333.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/12346.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/12348.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/12350.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/12352.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/12358.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/12376.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/12385.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/12388.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/12391.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/12392.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/13438.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/18494.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/18506.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/18517.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/18528.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/18532.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/18534.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/18547.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/18549.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/22752.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/22760.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/22763.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/28805.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/28806.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/28818.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/28822.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/28824.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/28826.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/28831.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/28832.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/28833.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/28837.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/28838.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/28843.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/28852.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/28853.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/28858.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/28869.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/28871.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/28872.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/28875.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/28881.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/28884.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/28886.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/28889.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/28903.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/28907.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/28909.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/28922.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/28926.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/28934.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/28940.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/28941.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/28943.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/28949.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/28956.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/39319.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/39328.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/39332.png,digit_0,0,०
DevanagariHandwrittenDigitDataset/Test/digit_0/39341.png,digit_0,0,०
